team,date,wins,losses,ties
giants,1982,4,5,0
giants,1983,3,12,1
giants,1984,9,7,0
giants,1985,10,6,0
giants,1986,14,2,0
giants,1987,6,9,0
giants,1988,10,6,0
giants,1989,12,4,0
giants,1990,13,3,0
giants,1991,8,8,0
giants,1992,6,10,0
giants,1993,11,5,0
giants,1994,9,7,0
giants,1995,5,11,0
giants,1996,6,10,0
giants,1997,10,5,1
giants,1998,8,8,0
giants,1999,7,9,0
giants,2000,12,4,0
giants,2001,7,9,0
giants,2002,10,6,0
giants,2003,4,12,0
giants,2004,6,10,0
giants,2005,11,5,0
giants,2006,8,8,0
giants,2007,10,6,0
giants,2008,12,4,0
giants,2009,8,8,0
giants,2010,10,6,0
giants,2011,9,7,0
giants,2012,9,7,0
jets,1960,7,7,0
jets,1961,7,7,0
jets,1962,5,9,0
jets,1963,5,8,1
jets,1964,5,8,1
jets,1965,5,8,1
jets,1966,6,6,2
jets,1967,8,5,1
jets,1968,11,3,0
jets,1969,10,4,0
jets,1970,4,10,0
jets,1971,6,8,0
jets,1972,7,7,0
jets,1973,4,10,0
jets,1974,7,7,0
jets,1975,3,11,0
jets,1976,3,11,0
jets,1977,3,11,0
jets,1978,8,8,0
jets,1979,8,8,0
jets,1980,4,12,0
jets,1981,10,5,1
jets,1982,6,3,0
jets,1983,7,9,0
jets,1984,7,9,0
jets,1985,11,5,0
jets,1986,10,6,0
jets,1987,6,9,0
jets,1988,8,7,1
jets,1989,4,12,0
jets,1990,6,10,0
jets,1991,8,8,0
jets,1992,4,12,0
jets,1993,8,8,0
jets,1994,6,10,0
jets,1995,3,13,0
jets,1996,1,15,0
jets,1997,9,7,0
jets,1998,12,4,0
jets,1999,8,8,0
jets,2000,9,7,0
jets,2001,10,6,0
jets,2002,9,7,0
jets,2003,6,10,0
jets,2004,10,6,0
jets,2005,4,12,0
jets,2006,10,6,0
jets,2007,4,12,0
jets,2008,9,7,0
jets,2009,9,7,0
jets,2010,11,5,0
jets,2011,8,8,0
jets,2012,6,10,0
raiders,1960,6,8,0
raiders,1961,2,12,0
raiders,1962,1,13,0
raiders,1963,10,4,0
raiders,1964,5,7,2
raiders,1965,8,5,1
raiders,1966,8,5,1
raiders,1967,13,1,0
raiders,1968,12,2,0
raiders,1969,12,1,1
raiders,1970,8,4,2
raiders,1971,8,4,2
raiders,1972,10,3,1
raiders,1973,9,4,1
raiders,1974,12,2,0
raiders,1975,11,3,0
raiders,1976,13,1,0
raiders,1977,11,3,0
raiders,1978,9,7,0
raiders,1979,9,7,0
raiders,1980,11,5,0
raiders,1981,7,9,0
raiders,1982,8,1,0
raiders,1983,12,4,0
raiders,1984,11,5,0
raiders,1985,12,4,0
raiders,1986,8,8,0
raiders,1987,5,10,0
raiders,1988,7,9,0
raiders,1989,8,8,0
raiders,1990,12,4,0
raiders,1991,9,7,0
raiders,1992,7,9,0
raiders,1993,10,6,0
raiders,1994,9,7,0
raiders,1995,8,8,0
raiders,1996,7,9,0
raiders,1997,4,12,0
raiders,1998,8,8,0
raiders,1999,8,8,0
raiders,2000,12,4,0
raiders,2001,10,6,0
raiders,2002,11,5,0
raiders,2003,4,12,0
raiders,2004,5,11,0
raiders,2005,4,12,0
raiders,2006,2,14,0
raiders,2007,4,12,0
raiders,2008,5,11,0
raiders,2009,5,11,0
raiders,2010,8,8,0
raiders,2011,8,8,0
raiders,2012,4,12,0
eagles,1933,3,5,1
eagles,1934,4,7,0
eagles,1935,2,9,0
eagles,1936,1,11,0
eagles,1937,2,8,1
eagles,1938,5,6,0
eagles,1939,1,9,1
eagles,1940,1,10,0
eagles,1941,2,8,1
eagles,1942,2,9,0
eagles,1943,5,4,1
eagles,1944,7,1,2
eagles,1945,7,3,0
eagles,1946,6,5,0
eagles,1947,8,4,0
eagles,1948,9,2,1
eagles,1949,11,1,0
eagles,1950,6,6,0
eagles,1951,4,8,0
eagles,1952,7,5,0
eagles,1953,7,4,1
eagles,1954,7,4,1
eagles,1955,4,7,1
eagles,1956,3,8,1
eagles,1957,4,8,0
eagles,1958,2,9,1
eagles,1959,7,5,0
eagles,1960,10,2,0
eagles,1961,10,4,0
eagles,1962,3,10,1
eagles,1963,2,10,2
eagles,1964,6,8,0
eagles,1965,5,9,0
eagles,1966,9,5,0
eagles,1967,6,7,1
eagles,1968,2,12,0
eagles,1969,4,9,1
eagles,1970,3,10,1
eagles,1971,6,7,1
eagles,1972,2,11,1
eagles,1973,5,8,1
eagles,1974,7,7,0
eagles,1975,4,10,0
eagles,1976,4,10,0
eagles,1977,5,9,0
eagles,1978,9,7,0
eagles,1979,11,5,0
eagles,1980,12,4,0
eagles,1981,10,6,0
eagles,1982,3,6,0
eagles,1983,5,11,0
eagles,1984,6,9,1
eagles,1985,7,9,0
eagles,1986,5,10,1
eagles,1987,7,8,0
eagles,1988,10,6,0
eagles,1989,11,5,0
eagles,1990,10,6,0
eagles,1991,10,6,0
eagles,1992,11,5,0
eagles,1993,8,8,0
eagles,1994,7,9,0
eagles,1995,10,6,0
eagles,1996,10,6,0
eagles,1997,6,9,1
eagles,1998,3,13,0
eagles,1999,5,11,0
eagles,2000,11,5,0
eagles,2001,11,5,0
eagles,2002,12,4,0
eagles,2003,12,4,0
eagles,2004,13,3,0
eagles,2005,6,10,0
eagles,2006,10,6,0
eagles,2007,8,8,0
eagles,2008,9,6,1
eagles,2009,11,5,0
eagles,2010,10,6,0
eagles,2011,8,8,0
eagles,2012,4,12,0
steelers,1933,3,6,2
steelers,1934,2,10,0
steelers,1935,4,8,0
steelers,1936,6,6,0
steelers,1937,4,7,0
steelers,1938,2,9,0
steelers,1939,1,9,1
steelers,1940,2,7,2
steelers,1941,1,9,1
steelers,1942,7,4,0
steelers,1943,5,4,1
steelers,1944,0,10,0
steelers,1945,2,8,0
steelers,1946,5,5,1
steelers,1947,8,4,0
steelers,1948,4,8,0
steelers,1949,6,5,1
steelers,1950,6,6,0
steelers,1951,4,7,1
steelers,1952,5,7,0
steelers,1953,6,6,0
steelers,1954,5,7,0
steelers,1955,4,8,0
steelers,1956,5,7,0
steelers,1957,6,6,0
steelers,1958,7,4,1
steelers,1959,6,5,1
steelers,1960,5,6,1
steelers,1961,6,8,0
steelers,1962,9,5,0
steelers,1963,7,4,3
steelers,1964,5,9,0
steelers,1965,2,12,0
steelers,1966,5,8,1
steelers,1967,4,9,1
steelers,1968,2,11,1
steelers,1969,1,13,0
steelers,1970,5,9,0
steelers,1971,6,8,0
steelers,1972,11,3,0
steelers,1973,10,4,0
steelers,1974,10,3,1
steelers,1975,12,2,0
steelers,1976,10,4,0
steelers,1977,9,5,0
steelers,1978,14,2,0
steelers,1979,12,4,0
steelers,1980,9,7,0
steelers,1981,8,8,0
steelers,1982,6,3,0
steelers,1983,10,6,0
steelers,1984,9,7,0
steelers,1985,7,9,0
steelers,1986,6,10,0
steelers,1987,8,7,0
steelers,1988,5,11,0
steelers,1989,9,7,0
steelers,1990,9,7,0
steelers,1991,7,9,0
steelers,1992,11,5,0
steelers,1993,9,7,0
steelers,1994,12,4,0
steelers,1995,11,5,0
steelers,1996,10,6,0
steelers,1997,11,5,0
steelers,1998,7,9,0
steelers,1999,6,10,0
steelers,2000,9,7,0
steelers,2001,13,3,0
steelers,2002,10,5,1
steelers,2003,6,10,0
steelers,2004,15,1,0
steelers,2005,11,5,0
steelers,2006,8,8,0
steelers,2007,10,6,0
steelers,2008,12,4,0
steelers,2009,9,7,0
steelers,2010,12,4,0
steelers,2011,12,4,0
steelers,2012,8,8,0
chargers,1960,10,4,0
chargers,1961,12,2,0
chargers,1962,4,10,0
chargers,1963,11,3,0
chargers,1964,8,5,1
chargers,1965,9,2,3
chargers,1966,7,6,1
chargers,1967,8,5,1
chargers,1968,9,5,0
chargers,1969,8,6,0
chargers,1970,5,6,3
chargers,1971,6,8,0
chargers,1972,4,9,1
chargers,1973,2,11,1
chargers,1974,5,9,0
chargers,1975,2,12,0
chargers,1976,6,8,0
chargers,1977,7,7,0
chargers,1978,9,7,0
chargers,1979,12,4,0
chargers,1980,11,5,0
chargers,1981,10,6,0
chargers,1982,6,3,0
chargers,1983,6,10,0
chargers,1984,7,9,0
chargers,1985,8,8,0
chargers,1986,4,12,0
chargers,1987,8,7,0
chargers,1988,6,10,0
chargers,1989,6,10,0
chargers,1990,6,10,0
chargers,1991,4,12,0
chargers,1992,11,5,0
chargers,1993,8,8,0
chargers,1994,11,5,0
chargers,1995,9,7,0
chargers,1996,8,8,0
chargers,1997,4,12,0
chargers,1998,5,11,0
chargers,1999,8,8,0
chargers,2000,1,15,0
chargers,2001,5,11,0
chargers,2002,8,8,0
chargers,2003,4,12,0
chargers,2004,12,4,0
chargers,2005,9,7,0
chargers,2006,14,2,0
chargers,2007,11,5,0
chargers,2008,8,8,0
chargers,2009,13,3,0
chargers,2010,9,7,0
chargers,2011,8,8,0
chargers,2012,7,9,0
fortyniners,1946,9,5,0
fortyniners,1947,8,4,2
fortyniners,1948,12,2,0
fortyniners,1949,9,3,0
fortyniners,1950,3,9,0
fortyniners,1951,7,4,1
fortyniners,1952,7,5,0
fortyniners,1953,9,3,0
fortyniners,1954,7,4,1
fortyniners,1955,4,8,0
fortyniners,1956,5,6,1
fortyniners,1957,8,4,0
fortyniners,1958,6,6,0
fortyniners,1959,7,5,0
fortyniners,1960,7,5,0
fortyniners,1961,7,6,1
fortyniners,1962,6,8,0
fortyniners,1963,2,12,0
fortyniners,1964,4,10,0
fortyniners,1965,7,6,1
fortyniners,1966,6,6,2
fortyniners,1967,7,7,0
fortyniners,1968,7,6,1
fortyniners,1969,4,8,2
fortyniners,1970,10,3,1
fortyniners,1971,9,5,0
fortyniners,1972,8,5,1
fortyniners,1973,5,9,0
fortyniners,1974,6,8,0
fortyniners,1975,5,9,0
fortyniners,1976,8,6,0
fortyniners,1977,5,9,0
fortyniners,1978,2,14,0
fortyniners,1979,2,14,0
fortyniners,1980,6,10,0
fortyniners,1981,13,3,0
fortyniners,1982,3,6,0
fortyniners,1983,10,6,0
fortyniners,1984,15,1,0
fortyniners,1985,10,6,0
fortyniners,1986,10,5,1
fortyniners,1987,13,2,0
fortyniners,1988,10,6,0
fortyniners,1989,14,2,0
fortyniners,1990,14,2,0
fortyniners,1991,10,6,0
fortyniners,1992,14,2,0
fortyniners,1993,10,6,0
fortyniners,1994,13,3,0
fortyniners,1995,11,5,0
fortyniners,1996,12,4,0
fortyniners,1997,13,3,0
fortyniners,1998,12,4,0
fortyniners,1999,4,12,0
fortyniners,2000,6,10,0
fortyniners,2001,12,4,0
fortyniners,2002,10,6,0
fortyniners,2003,7,9,0
fortyniners,2004,2,14,0
fortyniners,2005,4,12,0
fortyniners,2006,7,9,0
fortyniners,2007,5,11,0
fortyniners,2008,7,9,0
fortyniners,2009,8,8,0
fortyniners,2010,6,10,0
fortyniners,2011,13,3,0
fortyniners,2012,11,4,1
seahawks,1976,2,12,0
seahawks,1977,5,9,0
seahawks,1978,9,7,0
seahawks,1979,9,7,0
seahawks,1980,4,12,0
seahawks,1981,6,10,0
seahawks,1982,4,5,0
seahawks,1983,9,7,0
seahawks,1984,12,4,0
seahawks,1985,8,8,0
seahawks,1986,10,6,0
seahawks,1987,9,6,0
seahawks,1988,9,7,0
seahawks,1989,7,9,0
seahawks,1990,9,7,0
seahawks,1991,7,9,0
seahawks,1992,2,14,0
seahawks,1993,6,10,0
seahawks,1994,6,10,0
seahawks,1995,8,8,0
seahawks,1996,7,9,0
seahawks,1997,8,8,0
seahawks,1998,8,8,0
seahawks,1999,9,7,0
seahawks,2000,6,10,0
seahawks,2001,9,7,0
seahawks,2002,7,9,0
seahawks,2003,10,6,0
seahawks,2004,9,7,0
seahawks,2005,13,3,0
seahawks,2006,9,7,0
seahawks,2007,10,6,0
seahawks,2008,4,12,0
seahawks,2009,5,11,0
seahawks,2010,7,9,0
seahawks,2011,7,9,0
seahawks,2012,11,5,0
rams,1936,5,2,2
rams,1937,1,10,0
rams,1938,4,7,0
rams,1939,5,5,1
rams,1940,4,6,1
rams,1941,2,9,0
rams,1942,5,6,0
rams,1944,4,6,0
rams,1945,9,1,0
rams,1946,6,4,1
rams,1947,6,6,0
rams,1948,6,5,1
rams,1949,8,2,2
rams,1950,9,3,0
rams,1951,8,4,0
rams,1952,9,3,0
rams,1953,8,3,1
rams,1954,6,5,1
rams,1955,8,3,1
rams,1956,4,8,0
rams,1957,6,6,0
rams,1958,8,4,0
rams,1959,2,10,0
rams,1960,4,7,1
rams,1961,4,10,0
rams,1962,1,12,1
rams,1963,5,9,0
rams,1964,5,7,2
rams,1965,4,10,0
rams,1966,8,6,0
rams,1967,11,1,2
rams,1968,10,3,1
rams,1969,11,3,0
rams,1970,9,4,1
rams,1971,8,5,1
rams,1972,6,7,1
rams,1973,12,2,0
rams,1974,10,4,0
rams,1975,12,2,0
rams,1976,10,3,1
rams,1977,10,4,0
rams,1978,12,4,0
rams,1979,9,7,0
rams,1980,11,5,0
rams,1981,6,10,0
rams,1982,2,7,0
rams,1983,9,7,0
rams,1984,10,6,0
rams,1985,11,5,0
rams,1986,10,6,0
rams,1987,6,9,0
rams,1988,10,6,0
rams,1989,11,5,0
rams,1990,5,11,0
rams,1991,3,13,0
rams,1992,6,10,0
rams,1993,5,11,0
rams,1994,4,12,0
rams,1995,7,9,0
rams,1996,6,10,0
rams,1997,5,11,0
rams,1998,4,12,0
rams,1999,13,3,0
rams,2000,10,6,0
rams,2001,14,2,0
rams,2002,7,9,0
rams,2003,12,4,0
rams,2004,8,8,0
rams,2005,6,10,0
rams,2006,8,8,0
rams,2007,3,13,0
rams,2008,2,14,0
rams,2009,1,15,0
rams,2010,7,9,0
rams,2011,2,14,0
rams,2012,7,8,1
buccaneers,1976,0,14,0
buccaneers,1977,2,12,0
buccaneers,1978,5,11,0
buccaneers,1979,10,6,0
buccaneers,1980,5,10,1
buccaneers,1981,9,7,0
buccaneers,1982,5,4,0
buccaneers,1983,2,14,0
buccaneers,1984,6,10,0
buccaneers,1985,2,14,0
buccaneers,1986,2,14,0
buccaneers,1987,4,11,0
buccaneers,1988,5,11,0
buccaneers,1989,5,11,0
buccaneers,1990,6,10,0
buccaneers,1991,3,13,0
buccaneers,1992,5,11,0
buccaneers,1993,5,11,0
buccaneers,1994,6,10,0
buccaneers,1995,7,9,0
buccaneers,1996,6,10,0
buccaneers,1997,10,6,0
buccaneers,1998,8,8,0
buccaneers,1999,11,5,0
buccaneers,2000,10,6,0
buccaneers,2001,9,7,0
buccaneers,2002,12,4,0
buccaneers,2003,7,9,0
buccaneers,2004,5,11,0
buccaneers,2005,11,5,0
buccaneers,2006,4,12,0
buccaneers,2007,9,7,0
buccaneers,2008,9,7,0
buccaneers,2009,3,13,0
buccaneers,2010,10,6,0
buccaneers,2011,4,12,0
buccaneers,2012,7,9,0
titans,1960,10,4,0
titans,1961,10,3,1
titans,1962,11,3,0
titans,1963,6,8,0
titans,1964,4,10,0
titans,1965,4,10,0
titans,1966,3,11,0
titans,1967,9,4,1
titans,1968,7,7,0
titans,1969,6,6,2
titans,1970,3,10,1
titans,1971,4,9,1
titans,1972,1,13,0
titans,1973,1,13,0
titans,1974,7,7,0
titans,1975,10,4,0
titans,1976,5,9,0
titans,1977,8,6,0
titans,1978,10,6,0
titans,1979,11,5,0
titans,1980,11,5,0
titans,1981,7,9,0
titans,1982,1,8,0
titans,1983,2,14,0
titans,1984,3,13,0
titans,1985,5,11,0
titans,1986,5,11,0
titans,1987,9,6,0
titans,1988,10,6,0
titans,1989,9,7,0
titans,1990,9,7,0
titans,1991,11,5,0
titans,1992,10,6,0
titans,1993,12,4,0
titans,1994,2,14,0
titans,1995,7,9,0
titans,1996,8,8,0
titans,1997,8,8,0
titans,1998,8,8,0
titans,1999,13,3,0
titans,2000,13,3,0
titans,2001,7,9,0
titans,2002,11,5,0
titans,2003,12,4,0
titans,2004,5,11,0
titans,2005,4,12,0
titans,2006,8,8,0
titans,2007,10,6,0
titans,2008,13,3,0
titans,2009,8,8,0
titans,2010,6,10,0
titans,2011,9,7,0
titans,2012,6,10,0
redskins,1932,4,4,2
redskins,1933,5,5,2
redskins,1934,6,6,0
redskins,1935,2,8,1
redskins,1936,7,5,0
redskins,1937,8,3,0
redskins,1938,6,3,2
redskins,1939,8,2,1
redskins,1940,9,2,0
redskins,1941,6,5,0
redskins,1942,10,1,0
redskins,1943,6,3,1
redskins,1944,6,3,1
redskins,1945,8,2,0
redskins,1946,5,5,1
redskins,1947,4,8,0
redskins,1948,7,5,0
redskins,1949,4,7,1
redskins,1950,3,9,0
redskins,1951,5,7,0
redskins,1952,4,8,0
redskins,1953,6,5,1
redskins,1954,3,9,0
redskins,1955,8,4,0
redskins,1956,6,6,0
redskins,1957,5,6,1
redskins,1958,4,7,1
redskins,1959,3,9,0
redskins,1960,1,9,2
redskins,1961,1,12,1
redskins,1962,5,7,2
redskins,1963,3,11,0
redskins,1964,6,8,0
redskins,1965,6,8,0
redskins,1966,7,7,0
redskins,1967,5,6,3
redskins,1968,5,9,0
redskins,1969,7,5,2
redskins,1970,6,8,0
redskins,1971,9,4,1
redskins,1972,11,3,0
redskins,1973,10,4,0
redskins,1974,10,4,0
redskins,1975,8,6,0
redskins,1976,10,4,0
redskins,1977,9,5,0
redskins,1978,8,8,0
redskins,1979,10,6,0
redskins,1980,6,10,0
redskins,1981,8,8,0
redskins,1982,8,1,0
redskins,1983,14,2,0
redskins,1984,11,5,0
redskins,1985,10,6,0
redskins,1986,12,4,0
redskins,1987,11,4,0
redskins,1988,7,9,0
redskins,1989,10,6,0
redskins,1990,10,6,0
redskins,1991,14,2,0
redskins,1992,9,7,0
redskins,1993,4,12,0
redskins,1994,3,13,0
redskins,1995,6,10,0
redskins,1996,9,7,0
redskins,1997,8,7,1
redskins,1998,6,10,0
redskins,1999,10,6,0
redskins,2000,8,8,0
redskins,2001,8,8,0
redskins,2002,7,9,0
redskins,2003,5,11,0
redskins,2004,6,10,0
redskins,2005,10,6,0
redskins,2006,5,11,0
redskins,2007,9,7,0
redskins,2008,8,8,0
redskins,2009,4,12,0
redskins,2010,6,10,0
redskins,2011,5,11,0
redskins,2012,10,6,0
